@relation 'dm_prak-weka.filters.unsupervised.instance.imagefilter.PHOGFilter-D/home/oier/Universidad/DM/1.Praktika/IK22/irteera/edge2-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.068PHOG268-0.068PHOG538-0.066PHOG242-0.065PHOG537-0.065PHOG153... numeric
@attribute -0.095PHOG20-0.092PHOG19-0.089PHOG10-0.087PHOG139-0.087PHOG11... numeric
@attribute '0.118PHOG0+0.107PHOG1+0.105PHOG2-0.104PHOG14+0.1  PHOG120...' numeric
@attribute 0.118PHOG467+0.113PHOG463+0.109PHOG465+0.107PHOG468-0.102PHOG296... numeric
@attribute 0.095PHOG47-0.095PHOG127+0.092PHOG48-0.092PHOG126-0.091PHOG112... numeric
@attribute -0.108PHOG225-0.097PHOG196+0.097PHOG84+0.096PHOG26-0.096PHOG329... numeric
@attribute -0.109PHOG541-0.102PHOG593-0.097PHOG592+0.097PHOG245-0.097PHOG569... numeric
@attribute 0.106PHOG181+0.105PHOG232+0.104PHOG187+0.101PHOG206+0.098PHOG180... numeric
@attribute '0.116PHOG428+0.112PHOG424+0.11 PHOG427+0.109PHOG426-0.105PHOG407...' numeric
@attribute '0.129PHOG425+0.114PHOG487+0.11 PHOG488-0.103PHOG216+0.102PHOG424...' numeric
@attribute -0.14PHOG81-0.115PHOG530-0.111PHOG531-0.11PHOG80-0.099PHOG83... numeric
@attribute '0.115PHOG280+0.108PHOG281+0.102PHOG321+0.1  PHOG382+0.098PHOG419...' numeric
@attribute -0.14PHOG316-0.136PHOG314+0.134PHOG54-0.124PHOG386-0.113PHOG313... numeric
@attribute -0.115PHOG400-0.108PHOG74+0.108PHOG230-0.107PHOG404-0.104PHOG398... numeric
@attribute 0.133PHOG521+0.118PHOG520+0.101PHOG404+0.099PHOG101+0.099PHOG329... numeric
@attribute -0.116PHOG244+0.111PHOG498-0.108PHOG245-0.104PHOG266-0.101PHOG462... numeric
@attribute 0.118PHOG417+0.117PHOG503-0.109PHOG72+0.106PHOG272-0.105PHOG473... numeric
@attribute -0.124PHOG400-0.124PHOG96-0.122PHOG510-0.106PHOG401-0.104PHOG399... numeric
@attribute -0.122PHOG290-0.112PHOG289+0.106PHOG396-0.103PHOG557-0.102PHOG521... numeric
@attribute 0.151PHOG363-0.134PHOG293+0.122PHOG546+0.115PHOG385+0.111PHOG4... numeric
@attribute 0.137PHOG431+0.123PHOG432-0.122PHOG51+0.104PHOG430-0.103PHOG321... numeric
@attribute -0.161PHOG440+0.134PHOG508+0.123PHOG507+0.123PHOG415+0.117PHOG147... numeric
@attribute -0.123PHOG276+0.118PHOG461-0.115PHOG293-0.114PHOG292-0.114PHOG587... numeric
@attribute 0.173PHOG485+0.133PHOG484+0.129PHOG579+0.124PHOG503-0.117PHOG217... numeric
@attribute 0.142PHOG321+0.126PHOG320-0.123PHOG453+0.116PHOG318-0.113PHOG508... numeric
@attribute '0.136PHOG459+0.127PHOG570-0.119PHOG486-0.111PHOG99+0.11 PHOG599...' numeric
@attribute '0.138PHOG501+0.129PHOG505+0.12 PHOG448+0.115PHOG444+0.113PHOG447...' numeric
@attribute -0.139PHOG298+0.125PHOG252+0.119PHOG483-0.112PHOG396-0.107PHOG610... numeric
@attribute 0.135PHOG176+0.122PHOG175-0.113PHOG327+0.101PHOG81+0.099PHOG275... numeric
@attribute 0.136PHOG547+0.128PHOG548-0.108PHOG474+0.105PHOG117-0.104PHOG219... numeric
@attribute -0.134PHOG515+0.121PHOG560+0.119PHOG199+0.112PHOG198-0.107PHOG229... numeric
@attribute 0.152PHOG334-0.129PHOG309-0.118PHOG198-0.112PHOG124-0.109PHOG519... numeric
@attribute 0.188PHOG250+0.162PHOG251-0.141PHOG515+0.121PHOG275-0.118PHOG626... numeric
@attribute 0.145PHOG297+0.117PHOG478+0.117PHOG57-0.104PHOG37+0.102PHOG324... numeric
@attribute -0.128PHOG291+0.122PHOG553-0.119PHOG236-0.117PHOG294-0.115PHOG116... numeric
@attribute '-0.123PHOG397+0.117PHOG370+0.111PHOG415+0.11 PHOG328+0.108PHOG93...' numeric
@attribute 0.139PHOG51+0.115PHOG619-0.108PHOG428+0.103PHOG337+0.102PHOG368... numeric
@attribute -0.125PHOG144+0.118PHOG219+0.114PHOG88+0.113PHOG552+0.112PHOG390... numeric
@attribute -0.115PHOG232-0.114PHOG220-0.108PHOG199-0.107PHOG391-0.103PHOG83... numeric
@attribute 0.164PHOG294+0.152PHOG504-0.138PHOG447-0.126PHOG87+0.117PHOG144... numeric
@attribute 0.161PHOG174+0.129PHOG125-0.12PHOG625-0.118PHOG357-0.108PHOG358... numeric
@attribute -0.143PHOG328+0.132PHOG321-0.127PHOG342-0.122PHOG102+0.116PHOG226... numeric
@attribute '0.142PHOG552+0.136PHOG419+0.125PHOG385+0.12 PHOG485-0.117PHOG420...' numeric
@attribute -0.15PHOG361+0.122PHOG582+0.113PHOG311-0.107PHOG457+0.104PHOG332... numeric
@attribute '-0.142PHOG443+0.126PHOG437+0.12 PHOG502+0.118PHOG503-0.116PHOG440...' numeric
@attribute '0.14 PHOG461-0.133PHOG489-0.124PHOG197-0.118PHOG445+0.115PHOG297...' numeric
@attribute -0.184PHOG246-0.131PHOG477-0.129PHOG310-0.124PHOG417+0.122PHOG579... numeric
@attribute -0.144PHOG502-0.113PHOG354-0.11PHOG490-0.109PHOG3+0.108PHOG448... numeric
@attribute -0.122PHOG383+0.118PHOG545+0.115PHOG544+0.112PHOG597+0.109PHOG471... numeric
@attribute '0.124PHOG295+0.118PHOG596+0.115PHOG63+0.11 PHOG508+0.106PHOG393...' numeric
@attribute 0.149PHOG509+0.139PHOG481+0.136PHOG252+0.134PHOG315+0.117PHOG102... numeric
@attribute 0.143PHOG553+0.124PHOG588+0.117PHOG359+0.101PHOG477+0.098PHOG488... numeric
@attribute 0.129PHOG390-0.128PHOG123-0.128PHOG483+0.118PHOG545-0.108PHOG560... numeric
@attribute 0.145PHOG516-0.145PHOG621+0.121PHOG383-0.115PHOG222-0.114PHOG298... numeric
@attribute 0.155PHOG416+0.139PHOG250+0.126PHOG360-0.123PHOG94-0.121PHOG460... numeric
@attribute -0.146PHOG547+0.118PHOG250+0.116PHOG433+0.113PHOG249+0.112PHOG486... numeric
@attribute -0.124PHOG620+0.117PHOG395+0.109PHOG193-0.106PHOG561-0.106PHOG432... numeric
@attribute 0.118PHOG311+0.118PHOG357-0.115PHOG330+0.115PHOG293+0.113PHOG299... numeric
@attribute 0.169PHOG277+0.167PHOG483-0.139PHOG228-0.125PHOG580+0.113PHOG299... numeric
@attribute -0.131PHOG372-0.125PHOG481-0.115PHOG392-0.115PHOG441+0.115PHOG485... numeric
@attribute 0.128PHOG290+0.118PHOG419-0.115PHOG357-0.114PHOG496+0.113PHOG89... numeric
@attribute '0.137PHOG279+0.131PHOG280+0.12 PHOG486+0.118PHOG324+0.115PHOG621...' numeric
@attribute '-0.144PHOG141+0.138PHOG456+0.12 PHOG354-0.115PHOG235-0.113PHOG89...' numeric
@attribute 0.176PHOG456+0.151PHOG311-0.129PHOG222-0.119PHOG370+0.118PHOG617... numeric
@attribute -0.124PHOG398+0.118PHOG246-0.113PHOG581-0.105PHOG274+0.104PHOG286... numeric
@attribute -0.14PHOG334+0.129PHOG325-0.126PHOG484-0.119PHOG502-0.118PHOG330... numeric
@attribute -0.155PHOG309+0.127PHOG197+0.126PHOG487-0.122PHOG203+0.119PHOG578... numeric
@attribute '0.14 PHOG438+0.126PHOG330+0.122PHOG456+0.115PHOG619+0.112PHOG324...' numeric
@attribute -0.145PHOG474-0.136PHOG224+0.124PHOG296+0.124PHOG369-0.116PHOG553... numeric
@attribute 0.136PHOG398+0.121PHOG273-0.113PHOG448-0.112PHOG540-0.112PHOG519... numeric
@attribute -0.136PHOG422-0.117PHOG451-0.116PHOG234-0.102PHOG399+0.101PHOG197... numeric
@attribute '-0.123PHOG524+0.122PHOG592-0.12PHOG532+0.114PHOG591+0.11 PHOG552...' numeric
@attribute -0.156PHOG191-0.119PHOG116+0.115PHOG366-0.106PHOG226-0.105PHOG224... numeric
@attribute '0.164PHOG174+0.13 PHOG443-0.122PHOG591-0.117PHOG530+0.114PHOG306...' numeric
@attribute 0.161PHOG474-0.13PHOG461-0.12PHOG464-0.115PHOG347-0.108PHOG203... numeric
@attribute '-0.115PHOG412+0.111PHOG385+0.11 PHOG115+0.105PHOG600-0.105PHOG597...' numeric
@attribute 0.131PHOG419-0.127PHOG306+0.119PHOG620-0.117PHOG567+0.115PHOG552... numeric
@attribute -0.121PHOG357+0.118PHOG554-0.118PHOG358+0.108PHOG558-0.107PHOG175... numeric
@attribute 0.128PHOG475-0.123PHOG503+0.113PHOG185-0.111PHOG167+0.107PHOG383... numeric
@attribute '0.146PHOG581+0.13 PHOG577+0.117PHOG563+0.115PHOG229+0.115PHOG516...' numeric
@attribute '0.142PHOG356-0.122PHOG432+0.111PHOG516+0.11 PHOG116+0.109PHOG275...' numeric
@attribute '-0.126PHOG59-0.124PHOG384+0.124PHOG232+0.12 PHOG322+0.114PHOG362...' numeric
@attribute 0.139PHOG420-0.138PHOG381-0.12PHOG520-0.118PHOG564-0.117PHOG361... numeric
@attribute -0.124PHOG154-0.124PHOG484-0.123PHOG599-0.121PHOG299+0.115PHOG552... numeric
@attribute 0.152PHOG482+0.115PHOG415-0.115PHOG618-0.109PHOG230+0.109PHOG481... numeric
@attribute 0.137PHOG120+0.123PHOG227+0.113PHOG450+0.109PHOG513-0.102PHOG444... numeric
@attribute -0.127PHOG305+0.121PHOG280-0.114PHOG388+0.111PHOG439-0.111PHOG176... numeric
@attribute -0.122PHOG420+0.119PHOG382+0.112PHOG507+0.111PHOG301-0.108PHOG223... numeric
@attribute 0.129PHOG270-0.114PHOG201-0.11PHOG51-0.108PHOG599-0.106PHOG540... numeric
@attribute -0.154PHOG545-0.148PHOG319-0.123PHOG546-0.114PHOG441-0.107PHOG626... numeric
@attribute -0.126PHOG323+0.126PHOG593+0.116PHOG47-0.112PHOG595-0.11PHOG173... numeric
@attribute -0.126PHOG246+0.125PHOG507-0.119PHOG224+0.114PHOG147+0.113PHOG462... numeric
@attribute -0.148PHOG276+0.128PHOG203+0.124PHOG591+0.117PHOG170-0.11PHOG544... numeric
@attribute 0.133PHOG306+0.112PHOG394+0.111PHOG414+0.107PHOG556+0.106PHOG223... numeric
@attribute 0.179PHOG201+0.142PHOG414-0.118PHOG561+0.113PHOG444+0.113PHOG207... numeric
@attribute 0.123PHOG478+0.122PHOG368+0.122PHOG405-0.119PHOG621+0.111PHOG367... numeric
@attribute 0.132PHOG377-0.123PHOG271-0.114PHOG409+0.112PHOG625+0.112PHOG337... numeric
@attribute -0.114PHOG509-0.109PHOG449-0.109PHOG225-0.109PHOG480+0.099PHOG231... numeric
@attribute '-0.127PHOG549-0.126PHOG372+0.112PHOG508+0.11 PHOG230-0.107PHOG444...' numeric
@attribute -0.13PHOG509+0.118PHOG222-0.117PHOG430-0.117PHOG354-0.115PHOG299... numeric
@attribute '0.163PHOG421+0.15 PHOG197+0.124PHOG363+0.12 PHOG555-0.111PHOG222...' numeric
@attribute -0.137PHOG311-0.13PHOG582-0.123PHOG548+0.121PHOG328+0.114PHOG162... numeric
@attribute -0.134PHOG309+0.124PHOG519+0.111PHOG391-0.109PHOG255+0.104PHOG574... numeric
@attribute -0.157PHOG369+0.148PHOG607+0.144PHOG218+0.128PHOG411-0.119PHOG594... numeric
@attribute '-0.137PHOG327+0.136PHOG509+0.13 PHOG604+0.127PHOG321+0.123PHOG330...' numeric
@attribute '-0.143PHOG586+0.133PHOG312+0.12 PHOG463-0.116PHOG294+0.113PHOG393...' numeric
@attribute '-0.144PHOG508-0.131PHOG583+0.126PHOG195-0.111PHOG513+0.11 PHOG275...' numeric
@attribute '0.136PHOG587+0.136PHOG351+0.12 PHOG303-0.104PHOG444-0.102PHOG102...' numeric
@attribute -0.127PHOG571-0.124PHOG536+0.121PHOG625-0.111PHOG516+0.107PHOG509... numeric
@attribute 0.168PHOG271+0.137PHOG232+0.119PHOG227-0.117PHOG403-0.107PHOG347... numeric
@attribute -0.114PHOG486+0.111PHOG512+0.107PHOG375+0.107PHOG313+0.101PHOG460... numeric
@attribute '0.146PHOG531-0.14PHOG621-0.131PHOG514+0.13 PHOG591+0.113PHOG504...' numeric
@attribute '0.122PHOG497-0.118PHOG543+0.11 PHOG577-0.109PHOG367+0.108PHOG428...' numeric
@attribute -0.132PHOG470-0.129PHOG312+0.125PHOG354+0.102PHOG407-0.099PHOG299... numeric
@attribute -0.15PHOG351+0.135PHOG321-0.124PHOG194-0.114PHOG492+0.103PHOG261... numeric
@attribute -0.13PHOG624+0.128PHOG225-0.121PHOG515+0.118PHOG587+0.117PHOG620... numeric
@attribute -0.142PHOG87-0.12PHOG311-0.119PHOG174-0.115PHOG355+0.113PHOG219... numeric
@attribute -0.131PHOG474+0.113PHOG556+0.112PHOG565-0.109PHOG329-0.109PHOG381... numeric
@attribute -0.141PHOG525+0.129PHOG310+0.128PHOG306+0.113PHOG561-0.109PHOG160... numeric
@attribute -0.132PHOG361-0.121PHOG188+0.118PHOG152-0.115PHOG617+0.111PHOG95... numeric
@attribute -0.136PHOG548-0.135PHOG575+0.126PHOG540+0.115PHOG579+0.115PHOG591... numeric
@attribute -0.122PHOG339+0.116PHOG457+0.114PHOG504+0.114PHOG326-0.113PHOG358... numeric
@attribute '0.129PHOG204+0.12 PHOG309-0.117PHOG217-0.116PHOG474+0.116PHOG478...' numeric
@attribute '-0.132PHOG243+0.128PHOG420+0.12 PHOG625-0.118PHOG450-0.115PHOG317...' numeric
@attribute -0.154PHOG343+0.144PHOG356-0.129PHOG408+0.112PHOG519-0.112PHOG363... numeric
@attribute -0.118PHOG374-0.114PHOG515-0.108PHOG171-0.107PHOG546-0.102PHOG111... numeric
@attribute -0.188PHOG445+0.124PHOG610-0.121PHOG296+0.109PHOG224+0.104PHOG617... numeric
@attribute '-0.15PHOG561+0.139PHOG387-0.129PHOG327+0.12 PHOG196+0.116PHOG563...' numeric
@attribute 0.131PHOG391+0.123PHOG310+0.122PHOG558-0.119PHOG443-0.117PHOG514... numeric
@attribute 0.129PHOG558+0.126PHOG588+0.117PHOG205-0.115PHOG324-0.111PHOG450... numeric
@attribute 0.142PHOG491-0.136PHOG224-0.128PHOG373+0.121PHOG142+0.113PHOG205... numeric
@attribute -0.162PHOG276+0.149PHOG176-0.141PHOG264+0.138PHOG278+0.123PHOG488... numeric
@attribute 0.135PHOG196+0.127PHOG563-0.126PHOG441+0.119PHOG594+0.116PHOG512... numeric
@attribute 0.159PHOG579-0.144PHOG279+0.143PHOG474-0.123PHOG359+0.122PHOG590... numeric
@attribute '-0.137PHOG195-0.113PHOG487+0.112PHOG441+0.11 PHOG238+0.109PHOG481...' numeric
@attribute -0.174PHOG548-0.112PHOG300+0.101PHOG308-0.1PHOG366-0.1PHOG621... numeric
@attribute -0.114PHOG260-0.114PHOG626-0.113PHOG519-0.11PHOG492+0.109PHOG183... numeric
@attribute 0.113PHOG251-0.112PHOG574+0.108PHOG136+0.105PHOG141-0.104PHOG306... numeric
@attribute -0.144PHOG386+0.131PHOG381+0.125PHOG380-0.124PHOG331-0.122PHOG298... numeric
@attribute -0.152PHOG194-0.141PHOG381+0.127PHOG493-0.121PHOG244-0.117PHOG507... numeric
@attribute 0.162PHOG377+0.112PHOG234+0.108PHOG395-0.106PHOG297-0.1PHOG218... numeric
@attribute '-0.131PHOG313-0.126PHOG441-0.114PHOG392-0.113PHOG285+0.11 PHOG238...' numeric
@attribute '-0.124PHOG625+0.11 PHOG388-0.108PHOG507+0.105PHOG165+0.104PHOG176...' numeric
@attribute 0.124PHOG549-0.123PHOG459-0.112PHOG547+0.111PHOG556+0.103PHOG93... numeric
@attribute 0.134PHOG204-0.129PHOG516+0.125PHOG598-0.118PHOG626+0.114PHOG421... numeric
@attribute '0.138PHOG303-0.129PHOG159+0.12 PHOG219-0.11PHOG620+0.108PHOG562...' numeric
@attribute -0.165PHOG196+0.128PHOG487-0.126PHOG231-0.119PHOG271+0.117PHOG330... numeric
@attribute '0.164PHOG503+0.115PHOG549+0.114PHOG402-0.113PHOG291+0.11 PHOG250...' numeric
@attribute -0.143PHOG462-0.134PHOG332+0.134PHOG421-0.125PHOG587+0.122PHOG434... numeric
@attribute 0.134PHOG245-0.119PHOG561+0.118PHOG488-0.113PHOG193-0.113PHOG318... numeric
@attribute -0.148PHOG419+0.122PHOG358-0.12PHOG513-0.118PHOG380+0.117PHOG519... numeric
@attribute 0.137PHOG584-0.114PHOG40-0.11PHOG234-0.108PHOG345-0.107PHOG588... numeric
@attribute -0.125PHOG255-0.113PHOG564-0.11PHOG562+0.109PHOG570-0.105PHOG309... numeric
@attribute -0.14PHOG461-0.137PHOG215-0.131PHOG231-0.131PHOG584+0.114PHOG330... numeric
@attribute -0.135PHOG595-0.124PHOG174-0.123PHOG165-0.108PHOG531-0.105PHOG237... numeric
@attribute 0.128PHOG252+0.117PHOG415-0.117PHOG587+0.117PHOG578-0.109PHOG60... numeric
@attribute -0.115PHOG343+0.104PHOG562-0.103PHOG546+0.102PHOG563-0.102PHOG342... numeric
@attribute -0.136PHOG228-0.116PHOG205+0.114PHOG606+0.112PHOG279+0.111PHOG195... numeric
@attribute -0.147PHOG548+0.146PHOG391-0.142PHOG219+0.141PHOG195-0.123PHOG591... numeric
@attribute -0.127PHOG624+0.127PHOG297-0.113PHOG486-0.112PHOG554+0.112PHOG483... numeric
@attribute -0.139PHOG454-0.122PHOG271-0.118PHOG288-0.113PHOG338-0.112PHOG339... numeric
@attribute -0.14PHOG214-0.127PHOG229+0.125PHOG492-0.124PHOG446+0.113PHOG442... numeric
@attribute 0.142PHOG169+0.115PHOG275+0.112PHOG271-0.106PHOG504-0.105PHOG206... numeric
@attribute '-0.144PHOG218+0.138PHOG456-0.119PHOG352+0.111PHOG226+0.11 PHOG191...' numeric
@attribute 0.127PHOG555-0.118PHOG609+0.117PHOG201-0.112PHOG310-0.112PHOG204... numeric
@attribute -0.138PHOG420-0.134PHOG461+0.121PHOG390-0.121PHOG195+0.116PHOG480... numeric
@attribute '-0.119PHOG403+0.118PHOG90+0.116PHOG533+0.11 PHOG481-0.109PHOG230...' numeric
@attribute '0.169PHOG552-0.141PHOG595+0.128PHOG265-0.128PHOG388+0.12 PHOG598...' numeric
@attribute -0.12PHOG344-0.116PHOG526-0.109PHOG459+0.109PHOG164-0.107PHOG238... numeric
@attribute '-0.123PHOG282-0.12PHOG171+0.112PHOG242+0.11 PHOG453+0.108PHOG474...' numeric
@attribute -0.127PHOG543-0.113PHOG482+0.111PHOG483+0.107PHOG437+0.105PHOG246... numeric
@attribute 0.146PHOG185+0.134PHOG613-0.125PHOG357+0.122PHOG487+0.113PHOG241... numeric
@attribute 0.149PHOG306+0.122PHOG310-0.106PHOG234-0.104PHOG377-0.103PHOG294... numeric
@attribute -0.141PHOG334-0.11PHOG610+0.109PHOG474-0.108PHOG299+0.108PHOG315... numeric
@attribute -0.153PHOG255+0.144PHOG601+0.134PHOG364+0.133PHOG259-0.123PHOG563... numeric
@attribute 0.132PHOG337-0.113PHOG194-0.11PHOG368-0.108PHOG531-0.106PHOG579... numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data
-6.031027,-2.809728,0.488534,5.179262,-2.609991,-3.614536,-1.114532,4.695381,4.967938,-1.688358,-3.656833,3.05099,6.791231,-2.315125,-4.82444,0.925075,-0.81834,0.135699,0.042649,-0.476348,-1.185123,-3.832772,-0.853916,0.050904,-1.199051,-0.514006,2.450301,-3.24423,-1.374493,0.985047,-0.281974,-0.585416,-0.318748,-4.772979,-1.54782,-1.046096,-1.915615,-1.386082,0.664007,1.698503,-3.610257,-1.056119,-0.009153,-1.591127,-0.548671,-0.095416,0.887059,-2.041681,-0.174125,-0.695646,0.099852,0.832684,1.676754,0.636354,1.312699,-2.090023,0.117036,-0.150396,-1.574539,-0.895091,0.741301,-1.396345,-1.005311,-0.211939,0.555119,-0.319535,-1.739191,1.29823,0.959441,1.540031,1.780005,0.461073,4.184436,-0.780068,1.130138,-0.087425,-1.619113,2.289931,0.039275,-1.787187,-1.315728,-0.015867,-0.114894,0.979419,-1.750822,1.122093,0.933076,-0.855227,0.611536,1.314392,1.245453,-0.439434,0.939888,-1.268153,0.605506,-0.18888,-0.459444,-1.01398,0.251174,0.046666,0.266016,0.110562,-0.61515,-2.206035,0.781742,0.466073,0.405406,-0.615569,-0.000355,0.264392,0.90349,1.029554,-1.048685,-0.980084,1.20285,0.6644,1.175225,2.018567,-2.098248,-0.346034,-0.628332,-0.868554,0.438475,-0.513693,-0.094305,-0.719172,0.311208,-1.398,-0.746864,1.380041,1.03669,-0.954688,1.956315,0.242882,0.773061,-1.186541,1.764882,0.556038,-0.052553,-1.007423,-0.263479,-2.026535,0.596993,0.006459,1.451953,0.602691,0.016452,1.267958,0.6204,-0.234733,-1.449671,0.699936,0.905757,-0.494213,-0.20894,-0.534093,-0.43774,0.07225,-1.210728,0.874286,-0.971257,0.191536,-1.410458,-0.65511,-1.246802,-0.106239,1.072238,0.686793,0.146338,-0.251317,-1.607327,1.386643,0.919763,-1.548772,0.531978,-0.592993,K1
-6.278327,-3.385377,-0.097716,0.42007,-5.057627,0.257151,4.666877,0.13409,2.490501,-3.611719,-10.353039,0.520689,-1.322328,-7.028785,-0.696719,-4.350471,3.499342,-0.674427,4.077812,0.116796,-0.350078,3.126611,4.794264,0.342329,-0.96451,-2.723642,-1.976814,-4.351294,-1.679457,-3.81351,-2.211153,0.883332,-1.333687,1.003503,1.119585,-6.941066,-0.168175,-0.49017,-1.710038,1.643479,-0.022355,-0.348957,-0.544416,2.392328,-2.085386,-2.602926,2.62479,0.514133,-2.837823,-1.474415,-0.334435,1.079505,-0.542357,-1.062737,1.358948,1.554139,-0.307234,3.039431,1.961022,-1.00507,0.310925,1.197882,3.389937,1.36547,-1.17566,-0.456951,-0.217756,-0.104522,-0.002733,2.071783,-2.124596,3.382943,0.889489,-1.069326,-0.249617,-1.520409,-0.303142,-0.368676,1.964357,-0.92011,-3.387685,0.508726,-1.519133,-2.838753,1.112524,0.357219,-0.898718,0.495621,1.776833,-0.490662,-0.244536,-1.559204,-0.56477,0.457967,-1.576904,-0.516213,-0.2739,-0.465792,-0.77559,-4.069967,0.984928,-0.498876,1.627947,1.161611,-0.56368,-1.57756,1.793502,1.637338,-1.877578,-1.529427,-1.565375,1.686867,-0.287846,2.228609,2.157527,-0.176146,-0.934701,-0.510157,-0.029696,0.579778,-0.232439,1.163319,0.507552,-1.656424,-1.205184,-0.656798,-0.441492,-0.146142,-2.461554,-2.82731,-1.559533,0.770154,-1.376543,-1.222492,1.342685,0.103025,-0.697495,-0.261348,0.228153,0.948216,-0.868083,-1.29451,0.064554,-0.7074,0.427069,0.669843,-0.905178,1.278279,-0.53144,0.433609,0.295272,-0.227588,1.124267,0.655219,-0.314165,0.099083,0.360864,-0.624933,-0.510289,0.343989,0.851411,0.813979,0.643278,0.232683,-0.341145,-0.406528,-0.372456,0.410945,1.208097,0.312304,-0.301504,-0.690077,-0.129986,-0.711263,-0.463443,-0.779143,K1
-5.628611,7.813275,5.684183,-0.399794,1.340394,1.438002,-5.783285,2.472961,-2.135044,-3.439926,0.134312,3.270522,4.065679,3.634557,-1.083324,4.647117,-3.603539,1.724989,-5.89204,1.018325,-5.063553,2.1993,3.228776,0.940251,0.409729,-1.094614,-2.919398,-2.345326,0.85519,-0.223667,4.203663,0.031179,-2.516124,1.616224,1.948378,-1.584595,1.381755,0.312163,-0.462889,-2.516773,-5.438755,0.511805,-1.353257,0.283267,-0.397432,0.106624,0.658781,-1.868143,1.086676,-1.391496,1.675962,1.837654,3.966435,2.457652,3.525069,-1.399728,1.355809,1.043523,0.340798,-0.644661,-1.058255,0.823954,3.859766,-1.664564,-0.039199,-1.742345,-1.543457,-0.405059,-0.622127,-0.071198,-1.51822,1.169067,-0.953532,-0.677335,0.73075,-2.616705,0.810849,1.508647,0.286616,-0.102265,-1.656992,0.579746,-0.630367,-0.369663,-0.542353,1.675837,-1.578323,1.491937,-2.286093,1.171871,-1.007553,1.393999,0.664938,0.608148,0.165235,-3.329662,-0.120786,0.534415,-0.46387,-1.101889,-0.838735,1.292538,-0.136318,0.776485,-2.802133,-0.839717,0.498449,-1.519198,-0.930062,0.978196,0.781983,-0.669736,0.614136,-0.501518,2.474108,1.135227,1.48441,-1.417154,0.086939,-1.528229,2.384456,-0.014831,0.875994,1.700679,0.164975,0.656191,0.202009,-1.583636,1.188799,1.244492,1.280381,0.222799,0.732665,1.159897,-0.832263,-0.32454,-0.600638,-0.034519,0.970853,-0.808068,-0.71378,0.635251,-0.284168,-0.752124,-0.279927,0.831718,0.413979,0.912555,-0.097052,-0.400022,0.684868,-1.147682,0.209591,0.228436,2.13813,-1.298727,-0.901584,-0.208429,-0.444135,-1.328016,0.878464,-0.892557,-0.638013,0.65117,1.031271,0.03855,-0.181206,-2.634312,-0.504128,-0.186238,0.238719,-0.673006,-0.177276,1.189751,-0.44794,-0.294152,K1
1.353805,18.902585,9.281557,1.854357,0.23577,2.401861,-1.890212,-0.064208,-1.489829,-0.540723,1.584882,-3.229274,0.722327,0.903716,3.08844,0.154323,0.422422,3.157064,-4.504056,-0.709911,1.124388,-2.511992,-0.589259,1.055366,-0.383074,0.440939,-2.581741,0.563311,1.74041,-0.281723,-2.008522,1.593317,1.282958,0.526038,3.346879,-1.233614,-0.436557,1.606891,-0.417705,-1.68892,0.066255,-2.438229,-0.049019,-0.126256,3.03475,-1.257934,-1.535278,0.628243,-1.965232,0.890097,-0.934085,-3.341544,-2.105791,1.274465,1.82011,-1.154776,2.699001,-0.432597,0.745997,-1.552011,0.071969,-1.76115,1.850654,0.971237,1.317913,-2.005792,3.092629,-2.991154,0.753629,-1.043054,-0.216611,-2.328038,1.148895,-0.665574,0.948356,-1.287593,-1.430616,4.419763,0.002347,-1.091259,-0.619021,0.511156,0.790903,-1.393318,1.304252,0.433692,0.044328,1.746581,1.834149,0.7282,-1.58479,0.998392,-0.174726,1.317882,3.018838,0.896103,0.838041,-0.641496,0.186825,2.270801,0.559259,1.090722,0.395534,2.879069,0.788557,-1.796559,3.170703,-0.679138,-0.274821,-0.479899,-0.663217,1.110478,-2.24396,0.740622,-0.875842,-0.463804,1.811668,-1.491284,0.318569,2.978434,0.103666,0.269855,-1.960019,2.129597,0.246108,-1.352908,3.275845,-1.461091,0.722263,-1.311502,-1.274776,1.141885,0.911272,-0.055481,-1.610552,0.423976,0.415692,-0.734202,2.492793,0.411505,-1.070893,-1.1658,-0.382415,2.649639,-0.742238,0.929026,0.074531,0.32848,0.767909,1.28431,-1.815808,-0.621256,1.127972,1.708643,-0.963544,0.258502,-1.136828,-0.289425,-0.109024,1.165452,-0.678525,0.076702,-0.263114,-0.072209,1.572522,-0.188506,0.989849,1.164057,-1.268056,-0.876053,-1.656473,0.244043,-0.534621,0.698362,-0.079062,0.21393,K1
