@relation dm_prak-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-D/home/oier/Universidad/DM/1.Praktika/IK22/irteera/enhance-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data
255,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,24,9,0,0,0,8,0,0,0,0,0,136,16,0,0,0,30,9,0,0,0,61,16,0,0,0,48,63,0,0,0,0,0,2,0,0,0,42,24,0,0,0,216,K3
193,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,19,1,0,0,0,4,0,0,0,0,0,13,2,0,0,0,10,3,0,0,0,15,0,0,0,0,13,104,8,0,0,0,21,1,0,0,0,14,6,0,0,0,255,K3
234,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,143,11,0,0,0,73,26,0,0,0,48,0,0,0,0,0,1,0,0,0,0,30,9,0,0,2,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
244,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,7,0,0,0,12,0,0,0,0,0,126,13,0,0,0,33,9,0,0,0,61,17,0,0,1,255,63,0,0,0,0,2,1,0,0,0,38,11,0,0,1,93,K3
164,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,30,1,0,0,0,3,0,0,0,0,0,9,2,0,0,0,11,3,0,0,0,18,1,0,0,0,6,106,5,0,0,0,6,1,0,0,0,12,4,0,0,0,255,K3
255,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,1,0,0,24,20,0,0,0,1,2,0,0,0,0,0,162,1,0,0,50,31,3,0,33,36,14,0,0,0,0,0,5,0,0,0,18,4,1,0,245,13,2,0,0,0,0,0,K3
210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,255,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,130,107,0,0,0,101,19,0,0,0,38,0,0,0,0,0,0,1,0,0,0,4,6,0,0,0,171,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,255,17,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,6,K3
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,6,0,0,255,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208,8,0,0,104,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,122,22,0,0,0,70,7,0,0,0,57,0,0,0,0,0,0,3,0,0,0,20,8,0,0,0,219,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,5,0,0,6,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,187,19,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,235,K3
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,22,0,0,0,146,27,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,33,0,0,0,188,K3
128,255,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,250,0,0,0,165,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,72,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
160,7,3,0,0,25,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,146,2,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
112,13,22,0,0,9,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
211,61,139,0,0,52,255,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,103,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
111,255,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,44,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,108,195,0,0,71,197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,150,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
148,255,0,0,0,116,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,55,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
122,255,0,0,0,63,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,42,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
233,137,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,255,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
115,255,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
170,255,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,65,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
129,255,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,69,32,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,197,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
117,255,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,46,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
241,17,0,0,0,255,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,249,0,0,0,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
180,9,0,0,0,59,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,111,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
183,255,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
144,255,0,0,0,85,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,55,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
134,255,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
103,255,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
103,255,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
137,1,6,0,0,3,255,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,79,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,27,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
117,0,0,0,0,1,255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,K4
136,0,0,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,107,2,0,2,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
111,255,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
183,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,31,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
167,0,0,0,0,0,56,255,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,48,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,K4
130,1,0,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,K4
95,255,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,22,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
107,255,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
194,255,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
196,17,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,255,1,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
134,42,8,0,0,9,255,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,54,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,K4
241,0,0,0,0,0,3,255,0,0,0,208,0,0,0,0,0,0,0,0,0,0,11,82,0,0,10,68,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,K4
255,0,0,0,0,0,15,234,0,0,0,7,0,0,0,0,0,0,0,0,0,7,52,177,0,0,15,125,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,K4
143,0,0,0,0,0,13,255,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,55,0,0,4,23,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,K4
106,8,0,0,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,219,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
161,255,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
111,1,0,0,0,255,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,59,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
104,255,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,47,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,0,0,0,0,0,19,13,0,0,0,65,0,0,0,0,0,0,0,0,0,30,76,30,0,0,22,240,0,0,0,20,0,0,0,0,0,0,2,0,0,0,12,78,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,K4
255,0,0,0,0,6,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,55,0,0,15,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,K4
108,255,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
131,255,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
138,0,0,0,0,0,9,255,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,34,0,0,8,34,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,34,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,K4
255,0,0,0,0,0,4,19,0,0,0,160,0,0,0,0,0,0,0,0,0,0,21,67,0,0,21,211,0,0,0,14,0,0,0,0,0,0,3,1,0,0,7,98,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,K4
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,76,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,K4
108,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
168,255,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,0,0,0,0,0,18,236,0,0,2,207,0,0,0,0,0,0,0,0,0,4,30,100,0,1,8,42,0,0,0,3,0,0,0,0,0,0,1,2,0,0,21,45,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,66,K4
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,65,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,255,K4
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,10,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,59,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,K4
131,51,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,K4
244,6,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
167,27,7,0,0,18,255,5,0,0,3,0,0,0,0,0,0,11,2,0,0,10,52,2,0,0,19,8,0,0,0,2,0,1,0,0,0,4,5,1,0,0,18,33,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,17,K4
246,55,0,0,0,93,11,0,0,0,0,0,0,0,0,0,0,16,0,0,0,107,255,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
121,6,0,0,0,18,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,68,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
209,20,0,0,0,255,178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,106,0,0,0,23,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
142,3,0,0,0,55,255,0,0,0,3,1,0,0,0,0,0,0,0,0,0,24,80,0,0,0,24,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,K4
145,8,0,0,0,50,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
255,53,0,0,0,186,13,0,0,0,0,0,0,0,0,0,0,24,0,0,0,229,222,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
126,4,0,0,0,45,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
158,3,0,0,0,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,148,4,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
159,2,0,0,0,130,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,70,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
173,0,0,0,0,2,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,255,60,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
186,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,255,42,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
112,255,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
134,0,0,0,0,0,25,255,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,33,0,0,2,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,K4
140,0,0,0,0,0,55,255,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,18,0,0,2,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
141,255,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
233,255,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
222,30,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
164,255,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,86,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
80,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,255,40,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
91,8,0,0,0,117,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
101,255,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
218,255,0,0,0,145,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K4
