@relation dm_prak-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-D/home/oier/Universidad/DM/1.Praktika/IK22/irteera/enhance-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6,K7,K8}

@data
255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,64,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,12,0,0,1,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,9,0,0,11,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,5,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
79,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
238,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,25,0,0,8,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
208,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,32,0,0,0,255,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,28,0,0,0,255,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,7,K2
255,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201,30,0,0,6,200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,255,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,K2
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
98,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,0,255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,15,0,0,0,27,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,16,8,0,0,0,120,K2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,4,0,0,0,63,K2
255,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,9,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,9,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,7,0,0,0,150,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
233,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,13,0,0,0,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
190,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,49,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,19,0,0,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,2,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,166,13,0,0,3,34,6,0,0,0,0,0,0,0,0,0,12,1,0,0,0,26,34,0,0,0,95,K2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,108,K2
53,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,178,0,0,0,255,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,156,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,238,K2
113,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,25,0,0,15,212,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,10,0,0,0,50,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,20,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,29,0,0,1,4,0,0,0,0,0,0,0,0,0,0,111,58,0,0,1,119,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
144,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,97,29,0,0,36,255,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,29,0,0,0,235,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,11,0,0,0,161,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,16,0,0,6,87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,8,0,0,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K2
255,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,31,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,49,21,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,20,0,0,1,252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
233,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,255,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,232,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,35,0,0,4,144,21,0,0,0,9,0,0,0,0,0,0,1,0,0,0,18,18,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
250,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,25,0,0,1,255,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,37,0,0,0,174,129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,99,17,0,0,0,81,24,0,0,0,10,0,0,0,0,0,7,20,0,0,0,39,19,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,77,28,0,0,0,205,161,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,90,25,0,0,0,219,155,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,98,11,0,0,0,40,18,0,0,0,11,0,0,0,0,0,89,2,0,0,0,13,12,0,0,0,76,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,K3
204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,8,255,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
252,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,32,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,27,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,26,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,59,6,0,0,0,57,20,0,0,0,37,0,0,0,0,0,115,5,0,0,0,32,11,0,0,0,110,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,K3
255,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,185,9,0,0,6,145,89,0,0,0,125,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,190,8,0,0,0,137,34,0,0,0,210,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,K3
255,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,32,0,0,0,231,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,79,0,0,0,252,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,223,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,0,0,185,35,0,0,0,9,0,0,0,0,0,0,0,0,0,0,32,22,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
227,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,163,9,0,0,0,57,22,0,0,0,26,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
233,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,170,16,0,0,0,52,27,0,0,0,35,0,0,0,0,0,0,2,0,0,0,20,16,0,0,0,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,15,0,0,5,37,0,0,0,0,1,0,0,0,0,0,6,0,0,0,74,46,6,0,5,4,28,4,0,0,0,1,0,0,0,0,155,32,0,0,229,20,1,7,0,0,0,7,K3
255,4,0,0,1,8,0,0,0,0,0,0,0,0,0,0,155,3,0,0,196,39,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,K3
224,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,46,2,0,0,0,10,0,0,0,0,0,42,11,0,0,0,36,5,0,0,0,53,29,0,0,0,38,90,3,0,0,0,19,6,0,0,0,31,7,0,0,0,255,K3
166,3,0,0,1,10,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,19,5,0,0,0,10,2,0,0,0,34,3,0,0,0,10,107,2,0,0,0,10,3,0,0,0,23,10,0,0,0,255,K3
150,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,24,3,0,0,0,5,87,13,0,0,0,27,2,0,0,0,32,5,0,0,1,255,K3
255,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,127,8,0,0,7,75,30,0,0,17,42,0,0,0,0,0,3,5,0,0,0,32,9,0,0,23,248,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,13,K3
255,2,0,0,2,11,0,0,0,0,0,0,0,0,0,0,131,19,0,0,0,93,38,0,0,1,52,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
250,12,0,0,1,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,39,4,0,0,1,8,0,0,0,0,0,72,16,0,0,0,41,4,0,0,3,85,23,0,0,0,33,59,10,0,0,0,9,9,0,0,0,49,10,0,0,2,255,K3
233,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,22,6,0,0,0,6,0,0,0,0,0,73,21,0,0,0,30,9,0,0,0,52,20,0,0,0,74,87,2,0,0,0,5,5,0,0,0,51,13,0,0,3,255,K3
182,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,18,2,0,0,0,8,0,0,0,0,0,12,4,0,0,0,8,3,0,0,0,15,1,0,0,0,8,117,9,0,0,0,3,3,0,0,0,11,10,0,0,0,255,K3
147,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,21,0,0,0,0,2,0,0,0,0,0,9,6,0,0,0,11,2,0,0,0,16,0,0,0,0,6,98,3,0,0,0,7,2,0,0,0,17,6,0,0,0,255,K3
255,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,159,8,0,0,0,105,21,0,0,0,214,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,5,0,0,2,12,0,0,0,0,0,0,0,0,0,0,148,7,0,0,0,61,7,0,0,0,27,0,0,0,0,0,15,0,0,0,0,9,5,0,0,0,234,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K3
255,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,156,4,0,0,0,76,8,0,0,0,218,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,K3
255,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,67,26,0,0,0,32,26,0,0,0,38,0,0,0,0,0,111,12,0,0,0,38,24,0,0,0,110,186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,K3
